Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
2021-10-26,434.7134258012592,435.9399585057707,433.1540724172885,433.5343933105469,56075100,26,1,43,10,2021
2021-10-27,434.0002675512029,434.675339241908,431.53762691547786,431.61370849609375,72438000,27,2,43,10,2021
2021-10-28,433.05899976775305,435.85440340468415,433.049511331318,435.7783508300781,51437900,28,3,43,10,2021
2021-10-29,433.4487414812597,436.9572569164095,433.15399066836585,436.6625061035156,70162400,29,4,43,10,2021
2021-11-01,437.6609194196054,438.0412693163941,435.66422754458085,437.4137268066406,48433600,1,0,44,11,2021
2021-11-02,437.5848858007165,439.49603675334,437.4517575277504,439.1822509765625,48908400,2,1,44,11,2021
2021-11-03,438.6116893090041,442.2723390501674,438.1648043429407,441.8634948730469,52509800,3,2,44,11,2021
2021-11-04,442.4720479958212,444.0314013202998,442.12025045756326,443.9458312988281,52847100,4,3,44,11,2021
2021-11-05,446.1992881073254,447.5019024262601,443.95537448102544,445.4861755371094,66390600,5,4,44,11,2021
2021-11-08,446.5986024862707,447.10253416181234,445.172377478139,445.866455078125,50405200,8,0,45,11,2021
2021-11-09,446.23731750205457,446.47502168605376,442.9665056088953,444.3927307128906,51149100,9,1,45,11,2021
2021-11-10,442.6812195314769,444.39270697482345,439.3153493578114,440.817626953125,69429700,10,2,45,11,2021
2021-11-11,442.3294445310498,442.4055261190503,440.9412602245931,440.9602661132813,34848500,11,3,45,11,2021
2021-11-12,442.24383594176913,444.8490642794322,441.28350183921975,444.2880859375,53466700,12,4,45,11,2021
2021-11-15,445.5907556899695,445.7523782809208,443.2992839431096,444.4402465820313,46980500,15,0,46,11,2021
2021-11-16,444.174035480856,447.3497599189921,444.0979829087663,446.19927978515625,48857500,16,1,46,11,2021
2021-11-17,445.9330143288024,446.11367181585166,444.4877834490297,445.1153259277344,47858300,17,2,46,11,2021
2021-11-18,446.1612163189886,446.89336374419054,443.40385370902254,446.6271362304688,50625600,18,3,46,11,2021
2021-11-19,446.5130208680076,447.7776233405202,445.45762824880177,445.8284606933594,57315600,19,4,46,11,2021
2021-11-22,447.7301440837491,450.249802840964,444.3642444329381,444.5734252929688,72762000,22,0,47,11,2021
2021-11-23,444.240578956404,446.0281189919321,441.6068271480023,445.1628723144531,73206500,23,1,47,11,2021
2021-11-24,443.1377053043588,446.4750817822433,442.31049927535815,446.3514709472656,61858800,24,2,47,11,2021
2021-11-26,439.6007023153734,441.0839744263739,435.25546191820746,436.3964538574219,112669600,26,4,47,11,2021
2021-11-29,441.2455494691101,443.6130739628271,439.0206416888775,441.7494812011719,86268800,29,0,48,11,2021
2021-11-30,439.27722174548273,441.2073780743058,432.9067396070293,433.1539611816406,148559600,30,1,48,11,2021
2021-12-01,438.9351006019674,441.8160744708106,428.1433236485039,428.3429870605469,131939200,1,2,48,12,2021
2021-12-02,428.5616030706044,436.4914105230701,428.1622473065913,434.9035339355469,127637800,2,3,48,12,2021
2021-12-03,436.5865506961837,437.6609492763742,426.8406787668963,431.1193542480469,137331600,3,4,48,12,2021
2021-12-06,433.6960133786728,438.1268225535836,431.2524075668736,436.2251892089844,98977500,6,0,49,12,2021
2021-12-07,441.5688178785133,445.818969984146,436.09210401981215,445.24847412109375,95484700,7,1,49,12,2021
2021-12-08,445.64784251669647,446.883892741032,443.86979073969735,446.427490234375,72238800,8,2,49,12,2021
2021-12-09,445.1248496332703,446.5320688500467,443.2137277231615,443.4133911132813,61272600,9,3,49,12,2021
2021-12-10,446.1517498312818,447.7395975394632,443.5655271350629,447.5874633789063,77159800,10,4,49,12,2021
2021-12-13,447.0645104354329,447.41630797487454,443.3372961712615,443.62255859375,87724700,13,0,50,12,2021
2021-12-14,440.31369399445657,442.8333523996285,437.61337809828905,440.5704040527344,97264100,14,1,50,12,2021
2021-12-15,440.627458695723,447.70150777987016,438.079248055874,447.4543151855469,116899300,15,2,50,12,2021
2021-12-16,449.327508662101,449.6127420995908,441.93964344822353,443.5085144042969,116568600,16,3,50,12,2021
2021-12-17,440.39127678738765,443.4350408113961,437.0612772295037,438.7882995605469,135511600,17,4,50,12,2021
2021-12-20,433.64538842595744,434.5231967712665,430.45850677159706,434.1224670410156,107134800,20,0,51,12,2021
2021-12-21,437.58598983300806,441.97511847900057,435.3914400692942,441.8320007324219,69806300,21,1,51,12,2021
2021-12-22,441.57448228304537,446.3643416336142,441.3740882768408,446.2498474121094,58890200,22,2,51,12,2021
2021-12-23,447.26114021283576,450.5434429632962,447.1561969088431,449.0263366699219,56439700,23,3,51,12,2021
2021-12-27,450.41947411303687,455.4287997312279,450.371777897434,455.381103515625,56808600,27,0,52,12,2021
2021-12-28,455.81995052630975,456.8599783156876,454.23604617815033,455.0089111328125,47274600,28,1,52,12,2021
2021-12-29,455.11386383303017,456.6214192381742,454.10245963697673,455.5909423828125,54503000,29,2,52,12,2021
2021-12-30,456.0203602742119,457.04131550398193,453.863984724026,454.3315124511719,55329000,30,3,52,12,2021
2021-12-31,453.8353419422545,454.99938576565216,452.9098082989012,453.1864929199219,65237400,31,4,52,12,2021
2022-01-03,454.4649988124684,455.9439597356591,452.1273314722965,455.8103637695313,72668200,3,0,1,1,2022
2022-01-04,457.2512006490592,457.97636941695663,453.778054569725,455.6577453613281,71178700,4,1,1,1,2022
2022-01-05,455.2856098282898,456.0680256464751,446.8126900376101,446.9081115722656,104538900,5,2,1,1,2022
2022-01-06,446.4406460704692,449.23631980191306,444.0933982890746,446.48834228515625,86858900,6,3,1,1,2022
2022-01-07,446.4978615000766,447.6905579683228,443.3491253527669,444.7231140136719,85111600,7,4,1,1,2022
2022-01-10,441.4885896322909,444.389206827876,435.6682243408709,444.1697692871094,119362000,10,0,2,1,2022
2022-01-11,443.9025218678999,448.3107230481912,440.8682801341435,448.2153015136719,74303100,11,1,2,1,2022
2022-01-12,449.9710006281913,451.5072088965817,447.4424898147318,449.4271240234375,67605400,12,2,2,1,2022
2022-01-13,450.5434663942206,451.2018371563382,442.1945913427234,443.234619140625,91173100,13,3,2,1,2022
2022-01-14,440.0476898336098,443.7688964847257,438.8168190925845,443.4158630371094,95890900,14,4,2,1,2022
2022-01-18,438.66421274018,438.8741284845824,434.43730342003215,435.5632019042969,109709100,18,1,3,1,2022
2022-01-19,437.1280241630637,438.540158123314,430.76378309670434,431.0404968261719,109357600,19,2,3,1,2022
2022-01-20,432.9488765159398,437.7101121430432,424.1229214574881,426.269775390625,122379700,20,3,3,1,2022
2022-01-21,425.1343555224497,427.51974894786906,417.8732319123879,417.90185546875,202271200,21,4,3,1,2022
2022-01-24,412.2245779908159,420.1917972856983,401.4712356806785,419.6765441894531,251783900,24,0,4,1,2022
2022-01-25,413.2073386332775,419.5620294475353,407.5682657604645,414.5527038574219,167997300,25,1,4,1,2022
2022-01-26,420.5162063999249,423.68401562422486,409.1998856808288,413.5126953125,186391100,26,2,4,1,2022
2022-01-27,418.1689046783967,421.34623504505,409.7627828621108,411.470703125,149878300,27,3,4,1,2022
2022-01-28,412.84470300582825,421.7374545102003,408.207513297401,421.6897583007813,164457400,28,4,4,1,2022
2022-01-31,421.01226576067336,429.6378540215465,419.6478281082021,429.2848205566406,152251400,31,0,5,1,2022
2022-02-01,430.0195608726778,432.8343362664221,426.45102225461,432.1855163574219,123155400,1,1,5,2,2022
2022-02-02,434.6185620739275,437.1184490343506,432.280865515237,436.3837585449219,117361000,2,2,5,2,2022
2022-02-03,430.2771763198244,432.204563270644,425.2773730778354,426.1265869140625,118024400,3,3,5,2,2022
2022-02-04,425.8880653676078,432.02328907897765,423.4835706254172,428.1303405761719,118454400,4,4,5,2,2022
2022-02-07,428.9032319723474,430.3153660572676,425.4110129658612,426.7563781738281,84472900,7,0,6,2,2022
2022-02-08,426.2506153708013,431.2026930911698,424.8098288196751,430.2676086425781,81012000,8,1,6,2,2022
2022-02-09,434.3514422988808,436.88950394832347,434.15107743982577,436.5650939941406,92589900,9,2,6,2,2022
2022-02-10,430.6493109062352,436.72728766422495,426.6991152054699,428.721923828125,140103700,10,3,6,2,2022
2022-02-11,428.8077848767867,430.90691321691406,418.8177579647856,420.26806640625,153214600,11,4,6,2,2022
2022-02-14,419.7528994010151,421.3558767039504,415.3828425859393,418.8941345214844,123006300,14,0,7,2,2022
2022-02-15,423.3882185652253,425.8213079716152,422.86341459228,425.6495666503906,88482700,15,1,7,2,2022
2022-02-16,423.57897452394656,427.51964819300014,421.6802111227432,426.1265869140625,84863600,16,2,7,2,2022
2022-02-17,422.9015064300128,426.09793850398194,416.41324986796246,417.0238952636719,102259100,17,3,7,2,2022
2022-02-18,417.28156403708914,418.5506094455598,412.024177557699,414.3236999511719,132642900,18,4,7,2,2022
2022-02-22,412.09097104969135,415.5354645979192,406.3373751245111,409.8773193359375,124391800,22,1,8,2,2022
2022-02-23,412.8256748194512,413.3981749869801,402.034158768018,402.6066589355469,132578000,23,2,8,2,2022
2022-02-24,392.1776916797102,409.1044606321071,391.8151363942296,408.66552734375,213942900,24,3,8,2,2022
2022-02-25,409.9153985691575,417.7681216173159,408.24562372230656,417.6822509765625,121804500,25,4,8,2,2022
2022-02-28,412.2245488758933,418.11171182520815,410.9555325661179,416.6136779785156,145615000,28,0,9,2,2022
2022-03-01,415.096588158927,417.1289478091912,407.530098854657,410.2685546875,137785900,1,1,9,3,2022
2022-03-02,412.54895149200513,419.5620128646921,411.78563736539417,417.81591796875,117726500,2,2,9,3,2022
2022-03-03,420.2776375908429,420.8882830783172,413.9133960344633,415.73583984375,105501700,3,3,9,3,2022
2022-03-04,411.9573649491112,413.5030949310613,408.2647812992154,412.3581237792969,113978200,4,4,9,3,2022
2022-03-07,411.7664662734419,412.4820840661441,400.1352894199032,400.20208740234375,137896600,7,0,10,3,2022
2022-03-08,400.3834126030181,407.6254617683836,396.0897054925874,397.16790771484375,164772700,8,1,10,3,2022
2022-03-09,405.6503884296839,409.82005055426384,403.4367368330275,407.8163146972656,116990800,9,2,10,3,2022
2022-03-10,403.15049667156745,406.8812548826684,401.1658624732267,405.9748229980469,93972700,10,3,10,3,2022
2022-03-11,408.49378976848914,409.1139861459758,400.2975826345479,400.8128356933594,95636300,11,4,10,3,2022
2022-03-14,401.5951995347633,405.08738892893945,396.72899245574615,397.8835144042969,95729200,14,0,11,3,2022
2022-03-15,400.5265494566032,407.2724477159236,399.23846055687824,406.6331787109375,106219100,15,1,11,3,2022
2022-03-16,410.1826310298501,415.7071799608205,405.32594551391367,415.6499328613281,144954800,16,2,11,3,2022
2022-03-17,413.71305175070313,420.8501586914063,413.33139466222354,420.8501586914063,102676900,17,3,11,3,2022
2022-03-18,419.219203776238,425.7850430387921,418.4726501981484,425.4596252441406,106345500,18,4,11,3,2022
2022-03-21,425.2873314813455,427.31642423368135,421.7842635525093,425.335205078125,88349800,21,0,12,3,2022
2022-03-22,426.7421215856696,431.25973563713376,426.7421215856696,430.3121948242188,74650400,22,1,12,3,2022
2022-03-23,427.7470479250072,429.2592866006014,424.6842483374721,424.7703857421875,79426100,23,2,12,3,2022
2022-03-24,426.81872377149887,431.1831950629387,425.6893275182375,431.1736145019531,64736900,24,3,12,3,2022
2022-03-25,431.81490227441645,433.5568702646349,429.2019502890888,433.279296875,77101300,25,4,12,3,2022
2022-03-28,432.6762829489136,436.3612060546875,430.76204021438434,436.3612060546875,68529800,28,0,13,3,2022
2022-03-29,440.2949439117009,442.2570601645087,437.576722838347,441.7593383789063,86581500,29,1,13,3,2022
2022-03-30,440.6012801838404,441.4244198109338,436.8972248844906,439.0316162109375,79666900,30,2,13,3,2022
2022-03-31,438.25626937158313,439.0889601973983,431.8148327528736,432.2742614746094,121699900,31,3,13,3,2022
2022-04-01,433.872682308534,434.0162446710411,429.88150258570784,433.4994201660156,89048800,1,4,13,4,2022
2022-04-04,433.7003937645586,437.3183112305066,432.8677028793125,437.2130126953125,59601000,4,0,14,4,2022
2022-04-05,435.7008319748018,438.19890496383664,430.5323819351552,431.69049072265625,74214500,5,1,14,4,2022
2022-04-06,427.727969245497,429.6804757467389,424.45460141384393,427.3738098144531,106898000,6,2,14,4,2022
2022-04-07,426.48376542712754,431.3650909160402,424.5120974750186,429.52740478515625,78097200,7,3,14,4,2022
2022-04-08,428.7616879448412,431.3076344524145,426.8187326113021,428.37884521484375,79272700,8,4,14,4,2022
2022-04-11,425.0671659951493,425.9190180515853,420.5495810803016,421.0568542480469,89770500,11,0,15,4,2022
2022-04-12,424.081324963874,426.63685188095405,417.92704154758025,419.4967346191406,84363600,12,1,15,4,2022
2022-04-13,419.2478532044622,425.06713801380846,419.06599781582406,424.3014526367188,74070400,13,2,15,4,2022
2022-04-14,424.53118791252734,425.6606133703745,418.912889933217,419.0181884765625,97869500,14,3,15,4,2022
2022-04-18,418.080226314125,420.8941657682062,416.9316688683261,419.19049072265625,66002500,18,0,16,4,2022
2022-04-19,419.0851522207149,426.68469829277234,418.91287738297694,425.9573059082031,77821000,19,1,16,4,2022
2022-04-20,427.7567696343994,428.3788927908671,424.4642692145042,425.6415100097656,65224400,20,2,16,4,2022
2022-04-21,429.3072231830381,430.7141927512222,418.35775248306726,419.2765808105469,85417300,21,3,16,4,2022
2022-04-22,418.1759392548525,419.2957550024111,407.1977549754391,407.7720336914063,132471800,22,4,16,4,2022
2022-04-25,405.5036442378666,410.3083832436051,400.8807314293421,410.1361083984375,119647700,25,0,17,4,2022
2022-04-26,407.5709190335451,407.7719355216083,398.2294357249249,398.2581481933594,103996300,26,1,17,4,2022
2022-04-27,399.34933928304525,404.7858112475524,397.2149771709448,399.3780517578125,122030000,27,2,17,4,2022
2022-04-28,404.1827954718413,411.21764345200137,399.6938938658832,409.4660949707031,105449100,28,3,17,4,2022
2022-04-29,405.427048359837,407.6092839729204,393.577880811708,394.3340148925781,145491100,29,4,17,4,2022
2022-05-02,394.4009757945157,398.08589859174,387.6532531948917,396.7076416015625,158312500,2,0,18,5,2022
2022-05-03,397.2149933676342,400.96689319901,395.6357195639531,398.5262451171875,100028200,3,1,18,5,2022
2022-05-04,399.1961812007349,411.2367847860989,395.9706867518103,410.6625061035156,144247900,4,2,18,5,2022
2022-05-05,406.3458807923875,406.7765971082307,391.8837903837669,396.06640625,172929100,5,3,18,5,2022
2022-05-06,393.4726317431385,397.0139635629779,388.3328942587379,393.7023315429688,151770800,6,4,18,5,2022
2022-05-09,387.7298902809223,388.9837169953362,379.4986402866201,381.0970458984375,155586100,9,0,19,5,2022
2022-05-10,387.1459882806189,388.6678076542912,377.8906415951794,381.9775390625,132497200,10,1,19,5,2022
2022-05-11,381.0013475356769,386.7153638343853,375.1533202119029,375.9094543457031,142361000,11,2,19,5,2022
2022-05-12,372.67434662733314,378.8286300834688,368.6352932400305,375.5169982910156,125090800,12,3,19,5,2022
2022-05-13,379.6996244254463,385.8922010845884,378.6467850380676,384.4948120117188,104174400,13,4,19,5,2022
2022-05-16,382.8293925413417,386.64829722586575,380.5514391474065,382.9346618652344,78622400,16,0,20,5,2022
2022-05-17,389.0985123105099,391.0510478978301,385.31787157555976,390.811767578125,83029700,17,1,20,5,2022
2022-05-18,386.19846262612856,386.4855873459579,373.80372952738,375.05755615234375,117674500,18,2,20,5,2022
2022-05-19,371.9565195634888,377.23984846720896,370.5112568801845,372.760498046875,98510700,19,3,20,5,2022
2022-05-20,376.3879617856296,380.00587923277953,364.2229578998327,372.9231872558594,131432200,20,4,20,5,2022
2022-05-23,375.9859221724704,380.67583959467305,373.6409926703912,379.9005737304688,76414900,23,0,21,5,2022
2022-05-24,375.7275615410781,378.20650237684345,370.3676760433841,377.0005493164063,91448800,24,1,21,5,2022
2022-05-25,375.4882973563894,382.322158232038,375.0863227219556,380.3313293457031,91472900,25,2,21,5,2022
2022-05-26,381.57563670759214,389.586738893634,381.3650688117415,387.930908203125,82168300,26,3,21,5,2022
2022-05-27,390.4194058019488,397.56910404848304,390.2184184802871,397.4542541503906,84768700,27,4,21,5,2022
2022-05-31,395.8175927976894,398.602819925166,392.4485355635167,395.2241821289063,95937000,31,1,22,5,2022
2022-06-01,397.36809742408747,398.39219510501664,389.4813973661881,392.02734375,86585800,1,2,22,6,2022
2022-06-02,391.8646311698581,399.5407337876007,389.5866777113118,399.4928894042969,79609600,2,3,22,6,2022
2022-06-03,394.7167854044813,396.286478226082,391.9507202665436,392.9365539550781,71874300,3,4,22,6,2022
2022-06-06,396.9948097377506,398.7463290328403,392.94617573503086,394.1330261230469,57508900,6,0,23,6,2022
2022-06-07,390.60124306118365,398.3730640339569,390.1322337203945,397.9136352539063,59272400,7,1,23,6,2022
2022-06-08,396.1812849137473,397.9902585208139,392.7835153630201,393.5874938964844,64350000,8,2,23,6,2022
2022-06-09,391.78809077008833,394.08517640788494,384.2268371582031,384.2268371582031,86289800,9,3,23,6,2022
2022-06-10,377.9480690963821,378.8094724370647,373.0380320827598,373.08587646484375,132893900,10,4,23,6,2022
2022-06-13,363.562546039559,365.4384956832975,357.29338375096023,358.9205017089844,170004900,13,0,24,6,2022
2022-06-14,360.6911293910213,361.7343879919987,354.69954134327725,357.8388977050781,104011800,14,1,24,6,2022
2022-06-15,361.1793310589405,367.4389134287406,356.16402408132404,362.9404602050781,125666800,15,2,24,6,2022
2022-06-16,354.6230313337775,355.0345864932004,348.46871901757845,350.92852783203125,134473300,16,3,24,6,2022
2022-06-17,351.3486120189523,355.06866722021977,348.1380212112785,351.6850280761719,111113900,17,4,24,6,2022
2022-06-21,357.48148222315666,361.9416944882253,357.404565320971,360.5382690429688,76811900,21,1,25,6,2022
2022-06-22,356.2606594938497,364.0468382061727,355.8377045480305,359.8846130371094,90059400,22,2,25,6,2022
2022-06-23,362.0474779608431,364.1526016359447,358.4427679206196,363.4124450683594,79292100,23,3,25,6,2022
2022-06-24,366.6229809393172,374.97629675059903,366.5941444367834,374.9666748046875,98050300,24,4,25,6,2022
2022-06-27,375.8990743995648,376.1970613551434,372.428954991284,373.5343933105469,66009600,27,0,26,6,2022
2022-06-28,375.1109174598908,377.9273903344017,365.7867230721888,365.9020690917969,86548900,28,1,26,6,2022
2022-06-29,366.4595355940478,367.4592204403231,363.7584093168209,365.60400390625,65676000,29,2,26,6,2022
2022-06-30,361.6628807782535,365.9116444154127,358.12546639671245,362.6337585449219,112508300,30,3,26,6,2022
2022-07-01,361.9704766872776,366.91134551173366,359.31740132876354,366.4691467285156,74839700,1,4,26,7,2022
2022-07-05,361.3168625942584,367.1805292923984,358.4523095292125,367.1612854003906,81438000,5,1,27,7,2022
2022-07-06,367.305429970769,370.919761070718,364.89269792433134,368.4012756347656,70426200,6,2,27,7,2022
2022-07-07,370.19888945267854,374.7263967961261,368.4205600652528,373.9189453125,64525900,7,3,27,7,2022
2022-07-08,372.2656072677405,375.5050646876894,370.7179991607503,373.61138916015625,72397800,8,4,27,7,2022
2022-07-11,370.9006137325744,371.88108423973273,368.6416563857254,369.3433837890625,58366900,11,0,28,7,2022
2022-07-12,368.7858219336144,371.19858364143073,364.3063658979437,366.0750732421875,62219200,12,1,28,7,2022
2022-07-13,360.5670916633842,367.1228639001298,360.1441367232585,364.1525573730469,84224600,13,2,28,7,2022
2022-07-14,359.13477087197043,364.3640048510864,356.66436572278616,363.2681884765625,89704800,14,3,28,7,2022
2022-07-15,367.7284393996011,370.32384211018433,365.7963349539205,370.20849609375,79060400,15,4,28,7,2022
2022-07-18,373.3325712797977,374.0150547552047,365.911674555524,367.1517028808594,63203600,18,0,29,7,2022
2022-07-19,371.1216019856706,377.6485366529152,370.45836251560735,377.07177734375,78506000,19,1,29,7,2022
2022-07-20,377.2640684422629,380.9072361713655,375.8798577308148,379.4749450683594,71843800,20,2,29,7,2022
2022-07-21,378.88858390074046,383.3872539360509,376.4566079370399,383.3392028808594,64903900,21,3,29,7,2022
2022-07-22,383.4641576980986,384.6753199983248,377.5331967976355,379.7825317382813,72197300,22,4,29,7,2022
2022-07-25,380.4170681145974,381.1091736191301,377.9754696214952,380.2440490722656,53631500,25,0,30,7,2022
2022-07-26,378.5810180991709,378.7924955694413,374.8417479225917,375.7453308105469,52946400,26,1,30,7,2022
2022-07-27,379.0808634744764,387.2707825349673,378.7828764916391,385.5020751953125,82342100,27,2,30,7,2022
2022-07-28,386.31914611595874,391.0388867502387,382.7240291170594,390.3371887207031,73966600,28,3,30,7,2022
2022-07-29,391.78862936210345,397.02748525038425,391.01001450435007,396.02777099609375,87003700,29,4,30,7,2022
2022-08-01,393.2978421707656,397.39280165613854,392.5769002520845,394.8550720214844,69997500,1,0,31,8,2022
2022-08-02,393.2690510862421,396.9987290699266,391.05817401436576,392.2501220703125,63435400,2,1,31,8,2022
2022-08-03,394.4032816607065,399.57484306519416,394.114916626524,398.39251708984375,67820600,3,2,31,8,2022
2022-08-04,398.31558562147103,399.007691013396,396.4603688539502,398.1233520507813,45656600,4,3,31,8,2022
2022-08-05,393.7880874138559,398.1041169288089,393.7304144078584,397.4504699707031,56814900,5,4,31,8,2022
2022-08-08,399.1614917981837,401.43966346954056,395.8739838829897,396.9890441894531,53886100,8,0,32,8,2022
2022-08-09,396.2489467119031,396.7584112149186,394.3264347253983,395.4126586914063,44931800,9,1,32,8,2022
2022-08-10,402.554662250374,403.8619852611503,400.5744778484123,403.7177734375,68665700,10,2,32,8,2022
2022-08-11,406.60154054737,408.48562284715945,402.9679951623417,403.7177734375,59489700,11,3,32,8,2022
2022-08-12,405.6788242528288,410.6581227492092,404.717568357688,410.5523986816406,61694500,12,4,32,8,2022
2022-08-15,408.3126382230223,412.7728794629843,408.2549652186435,412.2441711425781,54048300,15,0,33,8,2022
2022-08-16,411.1579909895095,415.003014536409,410.34091761875305,413.0516662597656,59289000,16,1,33,8,2022
2022-08-17,409.4085225181949,412.8594278359943,408.0916065689048,410.1198425292969,63563400,17,2,33,8,2022
2022-08-18,410.321676364218,412.0038741768005,409.01438243076507,411.3117980957031,49023200,18,3,33,8,2022
2022-08-19,408.51457035254026,408.7837208491912,404.90023853876687,405.78460693359375,68016900,19,4,33,8,2022
2022-08-22,400.89177337846473,401.0648217404057,396.4219391765128,397.3351440429688,77695600,22,0,34,8,2022
2022-08-23,396.9025192950674,399.3249027181988,395.8162955328156,396.3738403320313,49105200,23,1,34,8,2022
2022-08-24,396.14311415703696,399.02688156067626,395.4510381419546,397.6427001953125,49177800,24,2,34,8,2022
2022-08-25,399.15185807518327,403.3044902659967,398.0464197471028,403.2564392089844,50942300,25,3,34,8,2022
2022-08-26,403.1411279849289,403.6890215558976,389.5489554104984,389.6066284179688,103087000,26,4,34,8,2022
2022-08-29,386.6171235583439,390.1160796790773,385.6558676860806,387.0304565429688,65370800,29,0,35,8,2022
2022-08-30,388.2032051777682,388.4435191553037,380.65734041611535,382.7817077636719,85652400,30,1,35,8,2022
2022-08-31,384.4350757596623,385.69431867693766,379.7345495319771,379.8691101074219,76029700,31,2,35,8,2022
2022-09-01,377.66783361918215,381.4071037068408,374.9282485170274,381.0610656738281,78740100,1,3,35,9,2022
2022-09-02,384.7714736603263,386.0018799211823,375.2069666364603,377.04296875,99632100,2,4,35,9,2022
2022-09-06,377.8985330960032,378.850167040762,373.3710260635667,375.620361328125,76637400,6,1,36,9,2022
2022-09-07,375.30317077864646,383.1470232116181,375.0821006745095,382.368408203125,70964200,7,2,36,9,2022
2022-09-08,380.0709876684587,385.3290293251323,378.8501738903728,384.8676452636719,80821700,8,3,36,9,2022
2022-09-09,387.13618619513227,391.7213955465298,386.8670357204222,390.8466491699219,76706900,9,4,36,9,2022
2022-09-12,392.9421496709176,395.7778660505053,392.63454077061806,395.04730224609375,69256300,12,0,37,9,2022
2022-09-13,386.2614349470077,387.48224868153255,376.7354150505196,377.8696899414063,122947100,13,1,37,9,2022
2022-09-14,379.18658600434674,380.8495691402652,375.9663731274362,379.3115539550781,85023700,14,2,37,9,2022
2022-09-15,377.735151522339,380.618919537426,373.717108461767,375.0051879882813,87633800,15,3,37,9,2022
2022-09-16,370.7736826530603,372.8102500746001,368.8142891777807,372.1442565917969,103084800,16,4,37,9,2022
2022-09-19,368.95909705113775,375.03021240234375,368.88186419270846,375.03021240234375,73278500,19,0,38,9,2022
2022-09-20,371.6616524004172,372.6847668414529,367.9359770690429,370.7254028320313,77274900,20,1,38,9,2022
2022-09-21,372.6751312117435,375.763797691189,364.2489139676984,364.2585754394531,106746600,21,2,38,9,2022
2022-09-22,363.4766904576762,365.13684334305634,360.4459637046087,361.1988220214844,89472600,22,3,38,9,2022
2022-09-23,357.68546623470564,357.72408266182606,350.64914672465915,355.1470031738281,122346900,23,4,38,9,2022
2022-09-26,353.6606331303109,357.3283989536155,350.3982367576907,351.6336975097656,92581200,26,0,39,9,2022
2022-09-27,355.2145875092273,357.5117791780384,348.3133804866412,350.7360534667969,108294100,27,1,39,9,2022
2022-09-28,351.7012655213766,359.34566964642033,349.9832024692985,357.63726806640625,110802200,28,2,39,9,2022
2022-09-29,354.0467383176553,354.3362879491883,347.18414694893204,350.1666259765625,112952300,29,3,39,9,2022
2022-09-30,349.21104144584865,353.1780479976644,344.6166871988766,344.7518005371094,153711200,30,4,39,9,2022
2022-10-03,348.516057534673,355.72613694099203,346.7111296791081,353.8536376953125,89756500,3,0,40,10,2022
2022-10-04,359.442132976314,364.84728381282974,353.8150039669056,364.8183288574219,103602800,4,1,40,10,2022
2022-10-05,360.3978152787906,366.2565857174321,358.04271333535564,363.9690551757813,88065700,5,2,40,10,2022
2022-10-06,362.5501340210394,365.542274063917,359.71243024325867,360.21435546875,82333500,6,3,40,10,2022
2022-10-07,356.13158403182337,360.3012754601594,348.3809913668819,350.1666259765625,107789500,7,4,40,10,2022
2022-10-10,351.2958280787651,351.5371292082342,345.22471286942846,347.492919921875,76042800,10,0,41,10,2022
2022-10-11,345.77486912147816,350.3982071710006,343.33290278428467,345.2922668457031,92482800,11,1,41,10,2022
2022-10-12,345.707314902231,347.2998964645448,343.90235771219085,344.1533203125,76991800,12,2,41,10,2022
2022-10-13,337.05906362844115,354.722324093684,335.9973327607428,353.23590087890625,147254500,13,3,41,10,2022
2022-10-14,355.7260815743884,357.3766023609494,344.5393657439829,345.1860656738281,123737000,14,4,41,10,2022
2022-10-17,351.34408277200447,355.1759456331104,344.84824619168785,354.0563049316406,93168200,17,0,42,10,2022
2022-10-18,362.07721867835807,362.3860912302778,354.73199610450035,358.2164001464844,97162900,18,1,42,10,2022
2022-10-19,356.15082778024464,358.9113281900581,352.8305216757492,355.6778869628906,79746900,19,2,42,10,2022
2022-10-20,355.2242660395325,359.70282975273767,351.92325317715216,352.6954345703125,88283100,20,3,42,10,2022
2022-10-21,352.41545002296243,361.7586221873889,350.8904399267158,361.2663879394531,131038400,21,4,42,10,2022
2022-10-24,362.8107818136751,366.8356686178602,360.12748466994145,365.6870727539063,85436900,24,0,43,10,2022
2022-10-25,365.6098716891313,371.8450853793675,365.49405184592376,371.5265808105469,78846300,25,1,43,10,2022
2022-10-26,368.3413105929853,374.09392075957874,368.0807160004219,368.7273864746094,104087300,26,2,43,10,2022
2022-10-27,369.7408397419207,371.60367707973177,366.13095542041344,366.7583618164063,81971800,27,3,43,10,2022
2022-10-28,366.6522406300029,375.9664584668719,366.4688494125805,375.4838562011719,100302000,28,4,43,10,2022
2022-10-31,372.99364461103545,374.8854372609098,371.8547103237635,372.7716369628906,96631300,31,0,44,10,2022
2022-11-01,376.56491619272265,376.80621732952864,369.953259153097,371.1404418945313,85407600,1,1,44,11,2022
2022-11-02,370.5419977575852,375.1074255985711,361.7200440374336,361.8262023925781,126990400,2,2,44,11,2022
2022-11-03,358.5445412726377,361.1795603415953,355.9578001053984,358.1005554199219,87100100,3,3,44,11,2022
2022-11-04,363.8821072770496,365.6870350325933,357.12567557694524,363.2547302246094,103505200,4,4,44,11,2022
